student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,letter_grade
7386,21,Male,7.81,4.98,7.59,88.51,FPS,4.53,10.67,223.17,16.53,Low,49.89,F
7387,17,Male,7.62,4.39,8.01,70.76,RPG,4.47,11.46,221.86,19.03,Low,43.38,F
7388,16,Male,2.6,4,7.77,91.68,RPG,4.42,7.27,284.57,10.96,Medium,68.63,D+
7389,16,Female,3.37,9.68,7.38,74.34,FPS,2.55,8.88,297.58,7.02,Medium,99.29,A
7390,20,Female,0.88,7.95,4.24,76.06,Casual,2.79,5.98,317.6,5.64,High,92.63,A-
7391,19,Male,1.98,1.18,7.3,71.5,FPS,3.1,5.67,320.11,9.46,Medium,60.1,D-
7392,16,Female,7.06,9.62,6.39,64.86,RPG,4.48,13.02,239.2,16.6,Low,68.30205990665893,D+
7393,19,Male,2.89,7.98,8.81,76.82,RPG,4.19,6.54,275.76,5.29,Medium,96.15,A
7394,18,Male,4.96,2.34,7.04,60.68,Casual,3.91,8.64,263.19,13.33,Medium,42.48,F
7395,17,Female,5.33,1.69,7.04,78.24,FPS,3.38,7.12,261.53,8.86,Low,52.6554780053678,F
7396,24,Male,6.25,3.77,8.97,89,RPG,3.09,7.99,251.14,15.75,Low,53.27,F
7397,16,Female,1.46,6.62,4.47,98.43,FPS,4.61,3.3,298.06,7.82,Medium,80.27,B-
7398,22,Female,2.44,6.55,5.38,63.14,Casual,0.96,6.4,308.76,5.86,Medium,83.08,B
7399,19,Female,3.59,3.48,7.28,71.25,FPS,0.96,6.67,264.22,12.04,Medium,57.16,F
7400,20,Female,2.92,5.01,5.58,79.77,Casual,4.91,5.85,288.35,8.57,Medium,73.55,C
7401,20,Male,7.86,2.91,5.73,66.82,RPG,2.77,9.5,222.76,19.31,Low,15.06,F
7402,16,Male,6.68,1.46,8.46,64.67,FPS,2.42,9.59,232.07,13.52,Low,30.22,F
7403,21,Male,3.84,5.65,6.9,78.09,FPS,4.25,6.73,276.39,10.37,Medium,66.45,D
7404,24,Male,7.03,4.12,4.51,83.23,FPS,4.25,11.13,248.21,16.59,Low,27.12,F
7405,17,Female,2.78,5.89,5.55,92.81,Casual,0.88,5.72,290.68,5.46,Medium,85.16,B
7406,22,Male,6.29,9.52,4.38,99.91,RPG,0.87,9.38,247.25,13.42,High,84.90087952116346,B
7407,21,Female,1.79,2.29,6.78,90.97,Casual,3.98,4.15,278.32,5.91,Medium,68.22,D+
7408,20,Male,6.18,1.02,4.87,68.85,FPS,3.93,7.84,255.05,10.94,Low,20.2,F
7409,19,Female,3.65,1.69,8.29,89.92,FPS,1.13,6.15,272.14,6.15,Medium,52.94,F
7410,19,Female,0.86,5.16,6.89,81.49,Casual,4.21,2.07,315.02,-0.23,Medium,81.38,B-
7411,21,Female,2.19,7.36,4.3,78.03,Casual,2.4,4.21,302.92,3.84,High,85.23670735201866,B
7412,19,Male,3.22,6.23,5.5,97.43,Casual,2.35,5.84,283.29,8.32,Medium,73.26,C
7413,20,Female,5.99,5.45,7.08,88.08,Casual,4.93,7.72,228.11,11.83,Low,53.68,F
7414,21,Male,0.58,4.19,5.68,87.27,Casual,2.6,4.9,327.21,5.88,Medium,69.49200645034416,D+
7415,20,Male,5.28,3.79,6.57,60.47,FPS,0.69,7.68,274.69,8.87,Low,38.06,F
7416,22,Male,5.73,4.39,8.55,94.6,FPS,1.4,9.81,259.37,14.53,Low,70.63,C-
7417,24,Female,5.23,6.5,5.75,91.73,FPS,1.67,9.45,249.98,11.84,Low,56.71,F
7418,22,Male,6.09,2.51,5.68,71.96,Casual,4.79,9.33,259.22,13.59,Low,29.14,F
7419,22,Female,1.43,7.94,8.1,71.68,FPS,1.32,4.68,300.02,5.85,Medium,100,A
7420,19,Other,4.7,6.18,5.59,62.14,RPG,2.15,8.61,262.93,6.09,Medium,63.94509158992516,D
7421,16,Male,7.53,3.42,4.39,62.03,Casual,3.75,9.84,241.62,11.94,Low,19.73,F
7422,23,Female,4.89,5.51,4.9,86.74,RPG,1.37,6,267.79,10.21,Medium,55.68,F
7423,19,Female,4.89,9.67,8.74,67.45,FPS,3.51,9.12,237.79,11.45,Medium,96.36,A
7424,16,Male,5.89,1.18,8.67,96.94,RPG,1.04,9.93,251.4,10.94,Low,45,F
7425,20,Female,2.67,2.8,5.12,93.7,FPS,1.21,6.05,299.81,11.04,Medium,55.57576683094328,F
7426,23,Male,5.6,5.04,6.77,73.96,RPG,4.93,10.98,239.16,11.57,Low,58.81,F
7427,19,Female,7.33,6.75,4.69,75.2,FPS,1.84,10.87,241.81,15.37,Low,40.56,F
7428,23,Male,0.09,2.91,7.37,73.09,FPS,3.65,2.61,302.22,3.74,Medium,59.86,F
7429,23,Male,6.96,9.38,4.93,63.7,Casual,4.2,11.53,234.33,14.85,High,68.11785699795801,D+
7430,18,Female,1.75,6.78,4.25,61.26,Casual,1.73,7.56,304.41,4.67,Medium,74.99,C
7431,24,Male,3.65,8.9,8.12,78.09,Casual,1.79,8.33,273.67,10.42,Medium,100,A
7432,18,Male,6.82,3.96,5.63,97.72,FPS,3.87,12.36,249.94,14.92,Low,45.45,F
7433,16,Male,6.59,8.46,4.54,96.69,Casual,3.04,8.15,226.77,14.75,High,72.94866651737611,C-
7434,17,Male,7.14,4.4,8.17,92.39,RPG,1.81,8.74,242.47,16.11,Low,53.38,F
7435,21,Female,7.52,3.27,7.81,85.14,Casual,3.75,9.29,230.29,16.68,Low,31.68,F
7436,17,Female,3.58,9.2,7.42,94.25,Casual,4.32,8.09,268.51,11.77,Medium,91.32,A-
7437,21,Female,5.25,1.83,8.56,80.6,Casual,1.18,8.2,261.39,11.2,Low,42.27,F
7438,16,Female,3.12,9.49,6.45,67.21,FPS,0.12,6.51,281.86,6.93,Medium,85.24,B
7439,16,Male,2.81,5.13,4.64,87.37,Casual,1.37,5.12,301.08,6.6,Medium,66.06,D
7440,20,Male,3.45,9.93,4.31,96.83,Casual,3.37,8.13,284.43,3.58,High,100,A
7441,24,Female,5.94,5.86,5.59,60.78,FPS,4.58,11.17,252.85,14.92,Low,47.19,F
7442,23,Female,4.01,7.82,4.43,70.06,FPS,4.32,5.81,265.15,8.26,High,71.9,C-
7443,18,Male,6.51,1.06,6.68,70.62,FPS,1.11,8.47,243.35,14.76,Low,16.03,F
7444,18,Male,5.96,5.47,4.07,63.96,Casual,4.41,8.66,242.73,11.48,Low,36.49,F
7445,16,Female,0.16,7.64,6.22,69.02,Casual,4.05,2.56,317.46,4.21,Medium,94.02,A
7446,18,Female,5.04,8.05,4.89,75.36,RPG,3.67,8.7,271.97,11.49,High,75.06391419649931,C
7447,16,Female,3.49,2.42,5.84,97.59,RPG,3.44,8.25,275.26,11.03,Medium,58.266191186344315,F
7448,23,Male,3.65,4.77,7.38,94.41,FPS,4.04,8.62,261.74,8.77,Medium,77.53,C+
7449,16,Female,6.55,4.77,5.75,97.84,Casual,4.31,8.59,246.35,15.05,Low,48.15,F
7450,20,Male,4.38,1.93,5.71,64.82,FPS,4.1,6.26,275.31,6.59,Medium,45.81,F
7451,24,Male,7.08,4.99,8.95,61.12,RPG,0.61,9.9,250.93,11.18,Low,49.7,F
7452,22,Female,5.7,8.26,7.59,64.4,Casual,3.61,7.44,260.24,11.86,Low,78.94915760250584,C+
7453,19,Male,4.42,3.7,6.57,96.57,RPG,4.21,5.88,264.24,9.53,Medium,68.8168243259428,D+
7454,24,Male,6.04,4.89,6.9,66.3,RPG,0.93,8.25,250.13,12.99,Low,41.12,F
7455,24,Other,0.31,9.65,7.1,82.91,FPS,1.07,3.28,320.17,1.53,Medium,100,A
7456,17,Female,0.22,1.29,4.12,69.1,FPS,3.93,4.16,321.7,1.61,Medium,39.8,F
7457,21,Female,0.67,6.32,4.4,60.83,RPG,1.72,5.29,287.22,5,Medium,78.24,C+
7458,19,Male,3.5,7.69,7.25,63.38,FPS,2,5.61,272.27,11.62,Medium,85.83,B
7459,23,Male,1.88,7.85,5.82,88.39,FPS,1.89,6.97,302.21,11.48,High,93.33,A
7460,22,Female,7.87,7.44,4.28,67.29,FPS,1.06,9.04,236.55,18.51,High,58.47946779961815,F
7461,22,Female,4.34,7.54,5.49,69.17,RPG,4.69,7.56,261.58,5.71,High,71.15,C-
7462,24,Female,5.3,1.53,4.65,75.09,FPS,4.03,9.47,252.25,14.79,Low,30.07,F
7463,20,Male,2.23,5.81,8.58,86.29,RPG,1.25,4.69,290.86,7.77,Medium,89.29,B+
7464,21,Male,2.57,8.05,5.01,78.77,RPG,0.53,6.99,287.81,7.15,High,80.39,B-
7465,16,Other,2.68,1.85,4.72,97.78,FPS,1.86,8.02,296.38,9.88,Medium,53.34,F
7466,21,Female,5.59,1.11,7.13,77.37,FPS,2.08,7.04,245.54,12.63,Low,34.78,F
7467,17,Male,3.79,8.33,6.61,67.97,Casual,0.04,7.35,283.17,9.33,Medium,77.4,C+
7468,21,Male,4.14,7.41,6.88,81.45,RPG,4.44,5.23,284.51,9.33,Medium,68.04,D+
7469,24,Female,4.74,4.71,6.18,78.04,FPS,4.26,7.14,259.18,9.57,Medium,58.71,F
7470,23,Male,6.15,9.46,6.34,91.49,RPG,4.25,7.83,241.9,9.46,Low,88.09014905630427,B+
7471,24,Male,0.72,7.9,7.89,97.4,FPS,4.03,4.84,312.94,-0.25,Medium,100,A
7472,23,Male,6.21,9.71,5.1,93.45,FPS,3.67,8.45,239.62,15.37,High,89.81559853415565,B+
7473,18,Female,4.51,9.36,5.98,75.56,RPG,3.17,6.92,265,8.17,High,87.97,B+
7474,23,Male,5.35,5.33,8.79,68.64,FPS,4.8,7.38,241.1,8.66,Low,69.45,D+
7475,21,Other,2.62,7.79,4.95,96.58,RPG,3.56,4.84,297.12,3.25,High,90.95,A-
7476,21,Male,3.28,7.02,5.47,75.44,FPS,3.15,5.41,297.27,6.67,High,81.71325766621348,B-
7477,21,Female,1.85,8.3,4.96,90.81,FPS,3.94,6.34,291.07,8.98,High,90.7,A-
7478,18,Male,7.83,8.09,4.1,99.58,FPS,1.23,13.61,209.58,18.26,High,67.48229586455284,D+
7479,16,Female,3.98,2.38,5.35,83.1,FPS,4.84,7.43,281.45,6.82,Medium,43.68,F
7480,19,Other,7.97,3.1,4.23,79.2,Casual,0.1,11.97,220.18,20.9,Low,11.25,F
7481,21,Female,3.92,3.39,4.77,87.99,FPS,3.24,9.01,266.28,11.04,Medium,53.48,F
7482,17,Female,1.76,8.37,5.81,67.76,Casual,0.39,5.14,297.66,4.52,High,84.94,B
7483,22,Female,4.06,8.3,4.1,79.53,Casual,4.27,6.57,259.07,10.35,High,70,C-
7484,22,Female,0.32,5.46,7.76,72.49,RPG,4.84,6.07,320.98,3.54,Medium,82.04,B-
7485,19,Female,7.24,6.23,7.98,66.57,Casual,2.04,12.77,220.47,15.81,Low,55.22991653122002,F
7486,19,Other,6.55,8.44,6.06,84.41,Casual,4.29,8.65,229.56,13.06,Low,91.31340972266264,A-
7487,16,Male,5.81,3.81,8.92,83.03,FPS,1.68,10.33,238.3,11.41,Low,55.03,F
7488,17,Other,4.88,1.45,7.39,90.45,FPS,0.8,9.12,263.08,10.94,Medium,40.64,F
7489,24,Male,4.64,5.34,7.72,94.92,FPS,1.38,8.89,246.18,13.27,Medium,71.16,C-
7490,23,Male,7.97,9.22,4.96,68.82,RPG,1.51,13.12,245.24,20.32,High,61.80926861984506,D-
7491,23,Male,2.22,8.11,8.19,91.19,FPS,3.15,6.59,289.6,6.27,Medium,92.63,A-
7492,24,Male,6.24,4.3,8.73,74.7,Casual,3.98,9.83,223.96,13.95,Low,52.53,F
7493,22,Female,4.65,1.58,5.18,85.15,RPG,1.03,9.88,253.59,9.85,Medium,33.43,F
7494,24,Female,7.81,6.73,7.43,94.01,Casual,0.44,10.13,232.27,17.57,Low,56,F
7495,17,Female,6.62,8.51,7.73,70.25,FPS,1.11,11.02,254.04,12.67,Low,76.28885790113722,C
7496,21,Female,7.99,6.98,5.53,84.04,RPG,1.48,12.5,225.75,19.9,Low,43.14,F
7497,18,Female,4.71,4.83,6.38,79.21,RPG,1.4,10.06,264.34,12.93,Medium,57.14,F
7498,21,Female,1.64,2.11,4.49,91.62,FPS,1.1,7.63,285.02,5.74,Medium,52.55,F
7499,18,Male,4.03,9.2,4.87,87.89,Casual,2.33,7.82,286.53,10.83,High,94.19,A
7500,23,Female,5.69,3.48,4.31,90.79,RPG,4.28,9.11,257.28,12.41,Low,40.29,F
7501,19,Female,6.19,3.02,6.8,71.52,FPS,0.5,10.19,248.93,14.76,Low,40.58,F
7502,21,Female,0,8.34,7.13,88.17,Casual,4.31,4.29,320.17,2.57,Medium,100,A
7503,24,Female,4.04,9.83,8.58,84.23,RPG,2.49,8.6,276.83,12.69,Medium,100,A
7504,17,Female,1.88,6.94,6.71,78.27,FPS,3.3,4.29,289.44,5.94,Medium,85.8,B
7505,17,Male,7,6.62,5.3,75.13,FPS,4.08,10.44,245.39,17.82,Low,43.22,F
7506,22,Male,1.22,3.87,4.3,73.26,RPG,1.52,4.07,313.39,4.65,Medium,60.21,D-
7507,17,Female,5.33,1.18,8.42,60.39,RPG,4.77,6.52,255.06,11.14,Low,35.75,F
7508,17,Female,2.13,2.73,6.39,66.78,RPG,0.42,6.18,291.72,7.31,Medium,64.29,D
7509,19,Female,2.85,6.26,7.69,62.36,RPG,2.64,8.22,264.22,9.07,Medium,81.92,B-
7510,24,Male,7.52,2.36,4.07,93.93,FPS,1.27,13.13,212.44,17.12,Low,26.43,F
7511,23,Male,1.92,8.95,6.44,94.4,FPS,2.04,5.51,302.42,2.82,Medium,100,A
7512,17,Female,0.76,2.69,5.63,93.85,Casual,2.24,5.59,319.93,2.89,Medium,67.59,D+
7513,23,Male,0.55,5.7,4.15,92.72,RPG,4.57,5.11,324.1,2.32,Medium,80.72090616811691,B-
7514,19,Female,4.04,5.61,7.88,68.85,FPS,2.21,6.18,258.05,10.26,Medium,78.4736529314169,C+
7515,17,Male,5.13,6.44,6.56,79.67,FPS,3.49,6.44,281.37,10.78,Low,63.17,D
7516,22,Male,2.62,3.95,5.67,96.31,Casual,4.76,7.36,298.56,5.98,Medium,70.95,C-
7517,21,Female,5.52,8.86,8.03,90.39,Casual,2.47,7.93,248.03,11.92,Low,100,A
7518,20,Male,0.49,5,6.23,60.07,RPG,2.04,4.24,315.75,2.21,Medium,71.71,C-
7519,16,Female,6.86,7.3,4.02,78.38,FPS,4.86,10.48,220.71,13.69,High,62.10294799589512,D-
7520,17,Female,6.53,6.72,8.72,60.43,RPG,4.14,11.62,235.47,18.54,Low,68.89,D+
7521,23,Male,7.88,2.05,5.28,71.23,FPS,4.7,12.1,230.82,17.5,Low,5.43,F
7522,16,Female,7.49,6.6,8.15,77.43,RPG,1.99,12.73,230.75,16.02,Low,60.27,D-
7523,18,Female,2.85,5.96,8.08,95.72,Casual,3.48,7.61,303.23,4.76,Medium,91.29,A-
7524,17,Male,3.19,9.09,4.81,86.18,RPG,1.25,9.19,266.93,9.55,High,86.96,B
7525,20,Male,5.97,8.93,6.37,74.5,FPS,4.33,11.29,247.19,15.64,Low,85.3279625577168,B
7526,19,Male,1.07,2.36,4.2,79.63,RPG,4.67,3.13,295.79,1.87,Medium,56.39,F
7527,22,Female,2.51,1.74,5.77,92.7,Casual,1.34,8.32,305.23,8.21,Medium,53.45,F
7528,20,Female,0.95,3.65,7.65,71.99,RPG,0.52,3.65,311.25,1.07,Medium,76.01,C
7529,23,Female,3.64,9.88,5.19,84.6,Casual,1,7.68,276.4,8.84,High,100,A
7530,19,Female,4.42,1.19,4.59,70.49,FPS,3.16,10.13,265.63,13.86,Medium,32.88,F
7531,21,Female,1.69,7.06,6.54,79.2,Casual,1.36,3.76,290.95,3.95,Medium,94.12,A
7532,19,Female,0.21,6.48,6.68,60.99,RPG,3.19,5.5,329.46,1.78,Medium,97.16537350415764,A
7533,17,Female,5.75,6.82,7.38,94.09,FPS,1.75,11.52,252.71,17.07,Low,69.7211392990849,D+
7534,16,Male,0.16,2.96,7.8,61.93,RPG,4.58,5.43,320.53,3.35,Medium,65.39,D
7535,16,Female,7.79,3.04,7.48,68.97,RPG,2.26,12.89,232.34,17.12,Low,25.7,F
7536,23,Female,1.77,4.88,8.23,73.34,RPG,2.49,4.09,290.14,2.97,Medium,79.3,C+
7537,19,Female,5.31,1.86,5.11,85.01,FPS,1.74,8.35,276.23,9.84,Low,29.93,F
7538,20,Female,3.48,1.67,6.85,88.8,FPS,0.37,8.28,293.94,10.21,Medium,42.8,F
7539,23,Male,0.48,1.8,5.8,63.22,Casual,2.47,2.07,313.88,3.29,Medium,45.91,F
7540,22,Female,3.78,6.16,8.81,61.74,RPG,3.87,9.22,271.63,10.28,Medium,74.8,C
7541,23,Male,4.13,4.58,6.2,91.96,FPS,4.77,6.18,276.84,8.89,Medium,58.38,F
7542,23,Female,6.84,3.64,8.8,88.49,Casual,0.38,10.66,249.12,16.77,Low,49.91,F
7543,21,Male,5.86,3.84,7.85,93.26,FPS,3.99,7.39,267.18,9.65,Low,55.39,F
7544,17,Female,0.63,2.87,7.59,87.06,RPG,1.34,2.56,318.89,2.38,Medium,74.48,C
7545,21,Female,1.67,4.7,6.46,90.04,FPS,4.11,5.6,301.33,5.34,Medium,79.21,C+
7546,16,Female,2.5,2.83,6.22,75.16,Casual,1.71,6.67,291.37,7.91,Medium,61.91,D-
7547,16,Male,0.93,7.28,6.63,83.61,FPS,0.57,3.28,290.03,3.99,Medium,95.99,A
7548,18,Other,3.66,2.12,5.47,92.22,Casual,3.06,5.26,271.78,7.3,Medium,49.38,F
7549,18,Female,7.87,9.53,8.52,66.88,RPG,4.47,11.62,229.17,21.32,Low,74.33105727050538,C
7550,20,Female,4.12,1.81,7.97,76.91,FPS,0.91,9.32,247.98,8.67,Medium,48.05,F
7551,16,Male,5.94,9.49,8.01,89.62,FPS,0.11,7.95,250.52,11.93,Low,98.7316965227058,A
7552,21,Female,5.46,8.5,6.17,81.31,FPS,4.42,9.92,246.36,14.87,Low,89.68905649966673,B+
7553,22,Male,6.8,7.13,4.36,87.27,Casual,3.49,9.73,254.17,13.8,High,57.617304515871176,F
7554,18,Female,1.73,9.21,7.42,71.71,Casual,4.04,7.45,296.39,6.54,Medium,100,A
7555,19,Male,6.03,2.25,5.87,61.29,Casual,0.3,7.44,245,11.7,Low,23.77,F
7556,18,Female,7.05,2.59,8.35,61.17,FPS,4.45,8.25,234.03,13.92,Low,42.18,F
7557,16,Female,1.37,3.27,7.9,97.71,FPS,2.1,2.99,303.51,0.96,Medium,81.05,B-
7558,23,Male,2.77,3.2,4.73,97.78,RPG,4.49,7.68,294.69,9.52,Medium,64.21,D
7559,17,Female,7.76,3.8,7.01,68.45,RPG,0.32,13.37,223.44,19.89,Low,41.54,F
7560,16,Female,6.25,6.18,7.46,65.9,Casual,4.42,11.36,245.23,16.61,Low,57.02,F
7561,23,Male,2.26,1.25,6.84,60.73,Casual,3.37,6.85,300.87,5.96,Medium,37.57,F
7562,22,Female,4.51,4.44,6.57,69.25,Casual,2.77,5.8,265.97,10.33,Medium,62.09,D-
7563,22,Male,3.23,3.22,5.14,73.37,FPS,0.31,5.3,287.79,11.49,Medium,47.72,F
7564,19,Male,3.92,6.46,5.18,69.65,Casual,3.44,9.6,268.5,11.26,Medium,61.42,D-
7565,24,Male,2.84,9.87,7.84,91.9,RPG,2.99,6.95,289.43,5.42,Medium,100,A
7566,21,Female,2.23,5.66,4.09,89.98,RPG,3.63,5.57,306.33,4.42,Medium,64.15,D
7567,17,Male,5.4,4.83,7.89,63.24,RPG,3.58,9.66,261.22,11.13,Low,61.59,D-
7568,16,Female,6.23,4.31,6.63,87.89,Casual,2.22,8.12,226.53,16.05,Low,46.53,F
7569,16,Female,6.99,8.06,8.68,80.82,RPG,1.02,12.45,241.67,17.5,Low,74.72253421817224,C
7570,24,Male,1.24,1.65,8.99,65.29,FPS,4.59,5.52,293.58,1.47,Medium,72.11,C-
7571,19,Female,6.58,9.64,7.32,89.58,RPG,4.63,9.94,231.79,17.45,Low,79.95042467405607,C+
7572,20,Male,2.04,4.76,6.06,63.44,Casual,1.06,5.33,300.44,6.86,Medium,65.78,D
7573,18,Female,3.42,3.82,6.38,67.09,Casual,3.15,8.53,269.26,9.74,Medium,47.75,F
7574,19,Male,7.21,9.77,5.02,65.97,FPS,1.01,9.75,222.38,18.72,High,71.56208026615123,C-
7575,23,Male,3.64,9.42,4.5,97.56,Casual,4.31,5.33,276.29,7.67,High,93.38,A
7576,19,Female,1.58,6.78,6.89,87.93,FPS,0.49,3.51,294.91,6.85,Medium,97.76,A
7577,24,Female,1.28,1.17,8.03,76.45,FPS,4.95,2.69,288.34,-1.15,Medium,74.28342931803613,C
7578,24,Male,3.78,7.74,5.31,92.89,RPG,3.05,7.32,280.19,7.86,High,85.89,B
7579,21,Female,6.1,4.02,6.1,68.64,RPG,0.11,10.49,256.65,15.98,Low,38.98,F
7580,17,Male,7.98,4.49,6.77,97.24,FPS,4.41,13.65,233.29,22.15,Low,37.03,F
7581,22,Female,6.3,2.43,8.54,87.88,Casual,3.42,11.05,235.42,12.54,Low,44.9,F
7582,24,Female,7.02,5.71,4.69,82.38,Casual,3.49,10.94,239.87,15.16,Low,37.23,F
7583,21,Male,5.98,7.7,5.18,91.79,RPG,1.38,11.3,243.3,14.95,High,80.22477488485194,B-
7584,18,Male,7.16,3.46,8.59,85.79,FPS,1.68,12.62,221.41,15.17,Low,42.89,F
7585,22,Male,0.61,9.45,4.2,95.48,FPS,4.57,5.17,305.21,2.97,High,100,A
7586,20,Male,7.44,2.75,7.28,93.17,FPS,3.17,8.72,202.53,18.68,Low,32.1,F
7587,16,Male,3.17,1.6,7.2,67.91,FPS,0.08,5.63,271.39,5.51,Medium,49.98,F
7588,18,Female,7.37,6.8,5.92,69.59,Casual,1.64,10.05,216.89,15.6,Low,48.67,F
7589,20,Other,0.61,8.64,6.34,62.6,RPG,2.99,6.6,314.71,4.76,Medium,84.93,B
7590,22,Male,5.72,9.58,8.27,68.81,FPS,0.74,9.04,254.27,14.03,Low,83.81397563905692,B
7591,18,Female,5.89,7.9,4.82,73.74,FPS,0.49,10.7,232.42,12.46,High,64.41579348775727,D
7592,21,Female,7.98,2.8,5.16,61.15,Casual,0.3,13.05,232.52,18.14,Low,10.04,F
7593,20,Female,6.15,9.8,6.56,72.6,RPG,3.15,10.42,240.12,13.86,Low,91.64299896642018,A-
7594,16,Female,3.06,9.27,6.05,90.86,RPG,1.6,4.15,272.59,7.27,Medium,98.64,A
7595,21,Female,4.46,2.47,6.87,93.61,RPG,1.87,5.56,248.58,7.12,Medium,54.16,F
7596,23,Male,2.93,6.03,8.6,60.35,FPS,0.3,8.02,276.83,10.95,Medium,86.36,B
7597,16,Male,1.57,6,8.59,60.29,Casual,3.69,6.27,299.77,6.01,Medium,96.39,A
7598,17,Male,1.99,4.98,5.15,65.85,FPS,3.83,5.67,306.08,7.95,Medium,64.58,D
7599,19,Male,1.78,9.86,5.51,94.9,Casual,4.15,4.02,297.59,3.54,High,100,A
7600,17,Male,4.39,1.54,4.81,78.77,FPS,3.26,5.82,264.17,7.05,Medium,34.24,F
7601,24,Female,7.25,6.64,8.64,99.32,RPG,3.87,9.07,238.8,13.5,Low,62.58,D-
7602,23,Male,7.3,2.85,5.99,95.49,Casual,2.89,11.2,233.8,17.95,Low,28.79,F
7603,23,Female,0.44,5.75,6.25,95.61,Casual,2.46,4.17,299.67,1.86,Medium,84.47,B
7604,19,Male,0.64,8.02,8.01,65.14,FPS,1.3,6.35,307.95,0.9,Medium,99.38,A
7605,20,Female,1.96,3.22,6.56,79.01,RPG,0.27,7.75,290.73,7.18,Medium,68.36,D+
7606,19,Female,2.04,4.54,4.6,99.74,FPS,1.46,5.92,294.02,5.38,Medium,75.91,C
7607,24,Male,0.76,9.56,6.19,65.96,Casual,3.42,5.97,306.13,3.53,Medium,100,A
7608,17,Male,3.11,7.85,7.15,82.97,Casual,4.63,8.17,274.62,5.33,Medium,87.6,B+
7609,23,Female,4.7,6.15,7.6,73.77,FPS,1.28,9.46,278.25,8.76,Medium,62.57,D-
7610,17,Male,4.63,3,7.23,75.51,FPS,3.35,7.82,263.99,9.76,Medium,52.99,F
7611,16,Male,4.35,4.83,4.6,95.63,FPS,2.39,7.3,272.57,8.32,Medium,62.63,D-
7612,18,Male,2.71,7.97,5.52,83.52,Casual,3.14,5.03,286.31,5.44,High,87.94,B+
7613,24,Female,5.65,8.38,7.67,90.35,RPG,0.01,11.34,260.35,15.81,Low,78.80303640110871,C+
7614,18,Female,6.61,3.2,8.4,86.93,FPS,0.61,11.78,239.77,13.68,Low,40.93,F
7615,24,Female,2.77,6.96,4.24,81.16,Casual,1.09,4.66,296.48,4.67,Medium,74.58,C
7616,22,Female,0.68,1.86,4.21,91.67,FPS,4.47,2.94,283.14,1.44,Medium,51.3,F
7617,16,Female,2.37,1.21,7.22,98.83,FPS,0.2,6.28,292.56,4.77,Medium,53.5,F
7618,20,Female,1.1,5.94,6.74,98.67,FPS,2.85,4.17,309.41,3.3,Medium,100,A
7619,24,Other,3.74,3.02,4.78,91.58,FPS,4.64,5.81,278.17,10.57,Medium,45.25,F
7620,18,Male,1.25,1.71,6.74,79.49,RPG,3.26,6.21,294.16,4.41,Medium,69.3,D+
7621,24,Male,3.7,7.57,8.87,66.53,RPG,2.42,4.71,268.37,8.42,Medium,88.69,B+
7622,20,Female,1.77,5.48,7.15,61.78,FPS,1.93,4.49,288.33,0.26,Medium,91.24862699126118,A-
7623,24,Female,5.91,8.17,6.25,69.26,FPS,3.12,11.56,253.95,14.81,Low,81.72304711050825,B-
7624,21,Male,0.22,6.98,8.14,73.61,FPS,2.4,5.02,326.4,5.79,Medium,92.87,A-
7625,24,Male,4.44,7.57,5.06,65.19,FPS,3.53,7.45,250.28,10.58,High,65.01,D
7626,22,Female,1.36,3.77,6.07,68.99,FPS,3.09,7,305.73,5.8,Medium,71.79,C-
7627,22,Female,0.01,3.37,6.64,63.34,FPS,2.84,5.51,311.23,3.34,Medium,56.53,F
7628,23,Male,6.95,6.41,6.52,80.95,FPS,4.78,8.21,254.08,17.67,Low,60.43,D-
7629,22,Female,5.37,2.8,8.6,65.05,Casual,4.18,7.01,261.19,14.27,Low,46.41,F
7630,24,Female,0.79,8.34,5.46,89.71,FPS,3.04,3.73,307,1.01,High,92.68,A-
7631,24,Female,5.31,5.71,4.28,73.31,RPG,2.69,10.96,254.93,15.85,Low,54.37,F
7632,21,Male,4.89,3.04,8.58,86.88,FPS,3.62,10.11,274.29,15.14,Medium,57.46,F
7633,22,Male,3.79,6.63,5.09,95.3,RPG,4.02,5.03,275.09,4.78,Medium,70.37,C-
7634,17,Male,3.35,9.51,5.9,63.44,Casual,1.48,6.91,261.91,8.53,High,99.75702752998248,A
7635,24,Male,7.1,1.74,6.65,99.56,RPG,3.33,11.7,249.97,17.55,Low,17.44,F
7636,16,Female,1.96,1.98,8.88,85.81,FPS,0.68,4.34,304.61,-0.49,Medium,74.75,C
7637,16,Male,3.19,8.59,6.68,62.13,FPS,2.15,7.8,276.35,7.32,Medium,92.06,A-
7638,18,Other,2.63,1.99,6.24,72.56,Casual,4.69,5.48,294.45,5.25,Medium,45.97,F
7639,21,Male,6.17,1.35,6.92,95.45,RPG,1.63,8.54,239.83,12.23,Low,27.35,F
7640,20,Male,7.33,4.13,8.85,83.85,FPS,0.77,10.29,225.64,18.23,Low,47.76,F
7641,17,Female,6.8,5.2,8.09,71.49,Casual,0.73,12.55,237.19,16.36,Low,46.16,F
7642,24,Female,6.38,6.12,4.84,97.62,RPG,1.97,11.91,249.44,16.37,Low,71.97988233706849,C-
